<BEGIN>
Plant's Name;Plant's ID;Unit's ID;Initial generation (MW);Initial state (0/1);Hours in initial state
g872;872;872;0.0;0;24;
g873;873;873;0.0;0;24;
g874;874;874;0.0;1;24;
g875;875;875;0.0;0;24;
g876;876;876;0.0;0;24;
g877;877;877;0.0;0;24;
g878;878;878;0.0;0;24;
g879;879;879;0.0;1;24;
g880;880;880;0.0;1;24;
g881;881;881;0.0;1;24;
g882;882;882;0.0;0;24;
g883;883;883;0.0;0;24;
g884;884;884;0.0;0;24;
g885;885;885;0.0;1;24;
g886;886;886;0.0;0;24;
g887;887;887;0.0;0;24;
g888;888;888;0.0;0;24;
g889;889;889;0.0;0;24;
g890;890;890;0.0;0;24;
g891;891;891;0.0;0;24;
g892;892;892;0.0;0;24;
g893;893;893;0.0;0;24;
g894;894;894;0.0;0;24;
g895;895;895;0.0;0;24;
g896;896;896;0.0;0;24;
g897;897;897;0.0;0;24;
g898;898;898;0.0;0;24;
g899;899;899;0.0;0;24;
g900;900;900;0.0;0;24;
g901;901;901;0.0;0;24;
g902;902;902;0.0;0;24;
g903;903;903;0.0;0;24;
g904;904;904;0.0;0;24;
g905;905;905;0.0;0;24;
g906;906;906;0.0;0;24;
g907;907;907;0.0;0;24;
g908;908;908;0.0;1;24;
g909;909;909;0.0;1;24;
g910;910;910;0.0;1;24;
g911;911;911;0.0;1;24;
g912;912;912;0.0;1;24;
g913;913;913;0.0;1;24;
g914;914;914;0.0;1;24;
g915;915;915;0.0;1;24;
g916;916;916;0.0;0;24;
g917;917;917;0.0;0;24;
g918;918;918;0.0;0;24;
g919;919;919;0.0;0;24;
g920;920;920;0.0;0;24;
g921;921;921;0.0;0;24;
g922;922;922;0.0;0;24;
g923;923;923;0.0;0;24;
g924;924;924;0.0;0;24;
g925;925;925;0.0;0;24;
g926;926;926;0.0;0;24;
g927;927;927;0.0;0;24;
g928;928;928;0.0;0;24;
g929;929;929;0.0;0;24;
g930;930;930;0.0;0;24;
g931;931;931;0.0;0;24;
g932;932;932;0.0;0;24;
g933;933;933;0.0;0;24;
g934;934;934;0.0;0;24;
g935;935;935;0.0;0;24;
g936;936;936;0.0;1;24;
g937;937;937;0.0;0;24;
g938;938;938;0.0;0;24;
g939;939;939;0.0;0;24;
g940;940;940;0.0;0;24;
g941;941;941;0.0;0;24;
g942;942;942;0.0;0;24;
g943;943;943;0.0;0;24;
g944;944;944;0.0;0;24;
g945;945;945;0.0;0;24;
g946;946;946;0.0;0;24;
g947;947;947;0.0;0;24;
g948;948;948;0.0;0;24;
g949;949;949;0.0;0;24;
g950;950;950;0.0;0;24;
g951;951;951;0.0;0;24;
g952;952;952;0.0;1;24;
g953;953;953;0.0;0;24;
g954;954;954;0.0;0;24;
g955;955;955;0.0;0;24;
g956;956;956;0.0;0;24;
g957;957;957;0.0;0;24;
g958;958;958;0.0;0;24;
g959;959;959;0.0;0;24;
g960;960;960;0.0;0;24;
g961;961;961;0.0;0;24;
g962;962;962;0.0;0;24;
g963;963;963;0.0;0;24;
g964;964;964;0.0;0;24;
g965;965;965;0.0;0;24;
g966;966;966;0.0;1;24;
g967;967;967;0.0;1;24;
g968;968;968;0.0;0;24;
g969;969;969;1082.7299360654854;1;24;
g970;970;970;1087.6697948756764;1;24;
g971;971;971;186.7007409122724;1;24;
g972;972;972;189.70791260926944;1;24;
g973;973;973;0.0;1;24;
g974;974;974;0.0;0;24;
g975;975;975;0.0;1;24;
g976;976;976;0.0;1;24;
g977;977;977;0.0;0;24;
g978;978;978;0.0;1;24;
g979;979;979;0.0;0;24;
g980;980;980;0.0;1;24;
g981;981;981;0.0;1;24;
g982;982;982;0.0;0;24;
g983;983;983;0.0;0;24;
g984;984;984;0.0;1;24;
g985;985;985;0.0;1;24;
g988;988;988;0.0;1;24;
g989;989;989;0.0;1;24;
g990;990;990;0.0;1;24;
g991;991;991;1500.0;1;24;
g992;992;992;0.0;1;24;
g993;993;993;0.0;1;24;
g994;994;994;0.0;1;24;
g995;995;995;0.0;0;24;
g996;996;996;0.0;1;24;
g997;997;997;0.0;0;24;
g998;998;998;0.0;0;24;
g999;999;999;0.0;1;24;
g1000;1000;1000;0.0;0;24;
g1001;1001;1001;0.0;0;24;
g1002;1002;1002;0.0;0;24;
g1003;1003;1003;0.0;0;24;
g1004;1004;1004;0.0;1;24;
g1005;1005;1005;0.0;0;24;
g1006;1006;1006;0.0;0;24;
g1007;1007;1007;0.0;1;24;
g1009;1009;1009;1045.172638446575;1;24;
g1010;1010;1010;0.0;0;24;
g1011;1011;1011;0.0;0;24;
g1012;1012;1012;0.0;0;24;
g1013;1013;1013;0.0;0;24;
g1014;1014;1014;0.0;1;24;
g1016;1016;1016;0.0;1;24;
g1017;1017;1017;0.0;1;24;
g1018;1018;1018;1033.6663821921454;1;24;
g1019;1019;1019;893.8528278759378;1;24;
g1020;1020;1020;903.0301857102244;1;24;
g1021;1021;1021;0.0;1;24;
g1022;1022;1022;0.0;1;24;
g1023;1023;1023;0.0;1;24;
g1024;1024;1024;0.0;1;24;
g1025;1025;1025;0.0;1;24;
g1026;1026;1026;0.0;1;24;
g1027;1027;1027;0.0;1;24;
g1028;1028;1028;0.0;1;24;
g1034;1034;1034;0.0;0;24;
g1035;1035;1035;0.0;1;24;
g1038;1038;1038;0.0;1;24;
g1040;1040;1040;0.0;1;24;
g1041;1041;1041;0.0;1;24;
g1044;1044;1044;18.754882172801537;1;24;
g1045;1045;1045;0.0;1;24;
g1047;1047;1047;0.0;0;24;
g1048;1048;1048;0.0;0;24;
g1049;1049;1049;0.0;1;24;
g1050;1050;1050;0.0;1;24;
g1051;1051;1051;0.0;1;24;
g1052;1052;1052;0.0;1;24;
g1053;1053;1053;0.0;1;24;
g1054;1054;1054;188.60869823941502;1;24;
g1055;1055;1055;0.0;1;24;
g1056;1056;1056;0.0;0;24;
g1057;1057;1057;0.0;0;24;
g1058;1058;1058;0.0;1;24;
g1061;1061;1061;0.0;1;24;
g1062;1062;1062;0.0;1;24;
g1063;1063;1063;0.0;0;24;
g1064;1064;1064;0.0;0;24;
g1067;1067;1067;0.0;1;24;
g1069;1069;1069;0.0;0;24;
g1070;1070;1070;0.0;0;24;
g1071;1071;1071;0.0;1;24;
g1072;1072;1072;0.0;0;24;
g1073;1073;1073;0.0;0;24;
g1074;1074;1074;0.0;0;24;
g1075;1075;1075;0.0;0;24;
g1077;1077;1077;0.0;0;24;
g1078;1078;1078;762.5823121904355;1;24;
g1082;1082;1082;189.43079092127962;1;24;
g1083;1083;1083;0.0;1;24;
g1085;1085;1085;0.0;1;24;
g1086;1086;1086;894.8347663454523;1;24;
g1087;1087;1087;0.0;0;24;
g1088;1088;1088;0.0;0;24;
g1089;1089;1089;0.0;0;24;
g1090;1090;1090;0.0;0;24;
g1092;1092;1092;0.0;0;24;
g1093;1093;1093;0.0;0;24;
g1094;1094;1094;0.0;0;24;
g1095;1095;1095;0.0;0;24;
g1096;1096;1096;0.0;0;24;
g1097;1097;1097;0.0;1;24;
g1098;1098;1098;0.0;1;24;
g1099;1099;1099;1080.8307973969418;1;24;
g1100;1100;1100;0.0;1;24;
g1105;1105;1105;190.93243594723987;1;24;
g1106;1106;1106;0.0;1;24;
g1107;1107;1107;956.1158550237079;1;24;
g1108;1108;1108;0.0;0;24;
g1109;1109;1109;0.0;0;24;
g1110;1110;1110;0.0;0;24;
g1111;1111;1111;700.0;1;24;
g1112;1112;1112;0.0;0;24;
g1113;1113;1113;0.0;0;24;
g1114;1114;1114;0.0;1;24;
g1115;1115;1115;0.0;0;24;
g1116;1116;1116;0.0;0;24;
g1117;1117;1117;0.0;0;24;
g1118;1118;1118;0.0;0;24;
g1119;1119;1119;0.0;1;24;
g1120;1120;1120;0.0;0;24;
g1121;1121;1121;0.0;1;24;
g1122;1122;1122;0.0;0;24;
g1123;1123;1123;978.5781502504726;1;24;
g1124;1124;1124;970.8147148685074;1;24;
g1125;1125;1125;930.1879898750495;1;24;
g1126;1126;1126;0.0;0;24;
g1127;1127;1127;0.0;0;24;
g1128;1128;1128;247.78129359129548;1;24;
g1129;1129;1129;0.0;0;24;
g1130;1130;1130;0.0;0;24;
g1131;1131;1131;0.0;0;24;
g1132;1132;1132;0.0;0;24;
g1133;1133;1133;0.0;0;24;
g1134;1134;1134;0.0;0;24;
g1135;1135;1135;0.0;0;24;
g1136;1136;1136;0.0;0;24;
g1137;1137;1137;0.0;0;24;
g1138;1138;1138;931.3934793646333;1;24;
g1139;1139;1139;941.0114352896928;1;24;
g1140;1140;1140;911.6945880771339;1;24;
g1141;1141;1141;896.6285129155211;1;24;
g1142;1142;1142;1302.1616659772162;1;24;
g1143;1143;1143;1289.240811164595;1;24;
g1144;1144;1144;0.0;0;24;
g1145;1145;1145;0.0;0;24;
g1146;1146;1146;0.0;0;24;
g1147;1147;1147;0.0;0;24;
g1148;1148;1148;0.0;0;24;
g1149;1149;1149;0.0;0;24;
g1150;1150;1150;0.0;0;24;
g1151;1151;1151;0.0;0;24;
g1152;1152;1152;1313.2196674392803;1;24;
g1153;1153;1153;1346.8305392483442;1;24;
g1154;1154;1154;1350.920675170886;1;24;
g1155;1155;1155;1.4;1;24;
g1156;1156;1156;0.0;1;24;
g1157;1157;1157;0.0;0;24;
g1158;1158;1158;943.5668193380525;1;24;
g1159;1159;1159;947.15970457301;1;24;
g1160;1160;1160;1503.0;1;24;
g1161;1161;1161;1503.0;1;24;
g1162;1162;1162;1498.0;1;24;
g1163;1163;1163;1498.0;1;24;
g1164;1164;1164;0.0;0;24;
g1165;1165;1165;0.0;0;24;
g1166;1166;1166;0.0;0;24;
g1167;1167;1167;0.0;0;24;
g1168;1168;1168;0.0;0;24;
g1169;1169;1169;0.0;0;24;
g1170;1170;1170;0.0;0;24;
g1171;1171;1171;0.0;1;24;
g1172;1172;1172;0.0;1;24;
g1173;1173;1173;0.0;1;24;
g1174;1174;1174;0.0;1;24;
g1175;1175;1175;0.0;1;24;
g1176;1176;1176;0.0;1;24;
g1177;1177;1177;989.0248389990195;1;24;
g1178;1178;1178;997.5483465178178;1;24;
g1179;1179;1179;988.753771865475;1;24;
g1180;1180;1180;914.0719001391012;1;24;
g1181;1181;1181;0.0;0;24;
g1182;1182;1182;0.0;0;24;
g1183;1183;1183;0.0;0;24;
g1184;1184;1184;0.0;0;24;
g1185;1185;1185;0.0;0;24;
g1186;1186;1186;0.0;0;24;
g1187;1187;1187;0.0;0;24;
g1188;1188;1188;0.0;0;24;
g1189;1189;1189;0.0;0;24;
g1190;1190;1190;0.0;0;24;
g1191;1191;1191;1378.7223867524058;1;24;
g1192;1192;1192;1373.5290564184616;1;24;
g1193;1193;1193;1287.6680590158805;1;24;
g1194;1194;1194;1286.0431510450585;1;24;
g1195;1195;1195;0.0;0;24;
g1196;1196;1196;0.0;0;24;
g1197;1197;1197;937.2433984320993;1;24;
g1198;1198;1198;0.0;0;24;
g1199;1199;1199;0.0;0;24;
g1200;1200;1200;925.9328961198574;1;24;
g1201;1201;1201;0.0;0;24;
g1202;1202;1202;0.0;0;24;
g1203;1203;1203;0.0;0;24;
g1204;1204;1204;0.0;0;24;
g1205;1205;1205;0.0;0;24;
g1206;1206;1206;0.0;0;24;
g1207;1207;1207;0.0;0;24;
g1208;1208;1208;0.0;0;24;
g1209;1209;1209;0.0;0;24;
g1210;1210;1210;0.0;0;24;
g1211;1211;1211;0.0;0;24;
g1212;1212;1212;0.0;0;24;
g1213;1213;1213;0.0;0;24;
g1214;1214;1214;0.0;0;24;
g1215;1215;1215;0.0;0;24;
g1216;1216;1216;0.0;0;24;
g1217;1217;1217;0.0;1;24;
g1218;1218;1218;0.0;0;24;
g1219;1219;1219;0.0;0;24;
g1220;1220;1220;0.0;0;24;
g1221;1221;1221;0.0;0;24;
g1222;1222;1222;0.0;0;24;
g1223;1223;1223;0.0;1;24;
g1224;1224;1224;0.0;1;24;
g1225;1225;1225;400.70827511020184;1;24;
g1226;1226;1226;0.0;0;24;
g1227;1227;1227;0.0;0;24;
g1228;1228;1228;0.0;0;24;
g1229;1229;1229;0.0;0;24;
g1230;1230;1230;1354.4240018105934;1;24;
g1231;1231;1231;0.0;0;24;
g1232;1232;1232;0.0;0;24;
g1233;1233;1233;1367.4189669721309;1;24;
g1234;1234;1234;1376.7691422974583;1;24;
g1235;1235;1235;1379.2871559729783;1;24;
g1236;1236;1236;1276.344148484212;1;24;
g1237;1237;1237;0.0;0;24;
g1238;1238;1238;1359.1177544701955;1;24;
g1239;1239;1239;1353.4880998798571;1;24;
g1240;1240;1240;0.0;0;24;
g1241;1241;1241;0.0;0;24;
g1242;1242;1242;0.0;0;24;
g1243;1243;1243;0.0;0;24;
g1244;1244;1244;0.0;1;24;
g1245;1245;1245;0.0;0;24;
g1246;1246;1246;0.0;0;24;
g1247;1247;1247;0.0;0;24;
g1248;1248;1248;0.0;0;24;
g1249;1249;1249;0.0;0;24;
g1250;1250;1250;0.0;0;24;
g1251;1251;1251;0.0;1;24;
g1252;1252;1252;0.0;1;24;
g1253;1253;1253;0.0;1;24;
g1254;1254;1254;0.0;0;24;
g1255;1255;1255;0.0;0;24;
g1256;1256;1256;0.0;0;24;
g1257;1257;1257;0.0;0;24;
g1258;1258;1258;0.0;1;24;
g1259;1259;1259;0.0;1;24;
g1260;1260;1260;0.0;1;24;
g1261;1261;1261;0.0;1;24;
g1262;1262;1262;0.0;1;24;
g1263;1263;1263;0.0;0;24;
g1264;1264;1264;0.0;0;24;
g1265;1265;1265;0.0;0;24;
g1266;1266;1266;0.0;1;24;
g1267;1267;1267;0.0;1;24;
g1268;1268;1268;1327.1309561943604;1;24;
g1269;1269;1269;1331.13461221691;1;24;
g1270;1270;1270;284.21686061229525;1;24;
g1271;1271;1271;0.0;0;24;
g1272;1272;1272;0.0;0;24;
g1273;1273;1273;0.0;0;24;
g1274;1274;1274;0.0;1;24;
g1275;1275;1275;0.0;1;24;
g1276;1276;1276;0.0;0;24;
g1277;1277;1277;953.7947748094923;1;24;
g1278;1278;1278;0.0;0;24;
g1279;1279;1279;0.0;1;24;
g1280;1280;1280;0.0;1;24;
g1281;1281;1281;0.0;1;24;
g1282;1282;1282;0.0;1;24;
g1283;1283;1283;0.0;1;24;
g1284;1284;1284;982.9109502768482;1;24;
g1285;1285;1285;982.9542442667539;1;24;
g1286;1286;1286;978.4403938106328;1;24;
g1287;1287;1287;981.0887434415337;1;24;
g1288;1288;1288;0.0;0;24;
g1289;1289;1289;0.0;0;24;
g1290;1290;1290;0.0;0;24;
g1291;1291;1291;0.0;1;24;
g1292;1292;1292;0.0;0;24;
g1293;1293;1293;0.0;0;24;
g1294;1294;1294;0.0;0;24;
g1295;1295;1295;0.0;1;24;
</END>
