<BEGIN>;;;;;;;;;;;;;;;
<GENERAL INFORMATION>;;;;;;;;;;;;;;;
Power basis (MVA);100;;;;;;;;;;;;;;
</GENERAL INFORMATION>;;;;;;;;;;;;;;;
<BUSES>;;;;;;;;;;;;;;;
ID;Name;Subsystem market - Name;Subsystem market - ID;Bus type;Base voltage (kV);Minimum voltage magnitude (pu 100-MVA and base voltage);Maximum voltage magnitude (pu 100-MVA and base voltage);Minimum injection of reactive power (MVar);Maximum injection of reactive power (MVar);Area;;;;;
117;4649;Bus4649;50;Bus50;99999;99999;1.725061434;0;0;0;0;0;0;0;0
118;1200;Bus1200;51;Bus51;568;624.8;1.639919847;0;0;0;0;0;0;0;0
119;1201;Bus1201;51;Bus51;568;624.8;1.637685368;0;0;0;0;0;0;0;0
120;167;Bus167;52;Bus52;99999;99999;1.874488733;0;0;0;0;0;0;0;0
121;5518;Bus5518;52;Bus52;99999;99999;2.065455525;0;0;0;0;0;0;0;0
122;3367;Bus3367;53;Bus53;99999;99999;1.241484965;0;0;0;0;0;0;0;0
123;2779;Bus2779;54;Bus54;99999;99999;2.73037319;0;0;0;0;0;0;0;0
124;376;Bus376;55;Bus55;99999;99999;0.029450031;0;0;0;0;0;0;0;0
125;2703;Bus2703;56;Bus56;565;621.5;0.123357813;0;0;0;0;0;0;0;0
126;3445;Bus3445;56;Bus56;601;661.1;0.049790032;0;0;0;0;0;0;0;0
127;5125;Bus5125;57;Bus57;99999;99999;0.144385365;0;0;0;0;0;0;0;0
128;3408;Bus3408;58;Bus58;99999;99999;0.047555497;0;0;0;0;0;0;0;0
129;3584;Bus3584;58;Bus58;99999;99999;0.035065017;0;0;0;0;0;0;0;0
130;142;Bus142;59;Bus59;99999;99999;4.374074337;0;0;0;0;0;0;0;0
131;1659;Bus1659;59;Bus59;99999;99999;1.414690085;0;0;0;0;0;0;0;0
132;2487;Bus2487;60;Bus60;99999;99999;9.773059779;0;0;0;0;0;0;0;0
133;3544;Bus3544;60;Bus60;99999;99999;8.696121008;0;0;0;0;0;0;0;0
134;2236;Bus2236;61;Bus61;99999;99999;2.781767296;0;0;0;0;0;0;0;0
135;2645;Bus2645;61;Bus61;99999;99999;8.322271647;0;0;0;0;0;0;0;0
136;2054;Bus2054;62;Bus62;99999;99999;3.320232801;0;0;0;0;0;0;0;0
137;2966;Bus2966;62;Bus62;99999;99999;1.7034034;0;0;0;0;0;0;0;0
138;374;Bus374;63;Bus63;99999;99999;3.77642221;0;0;0;0;0;0;0;0
139;3100;Bus3100;63;Bus63;99999;99999;3.392426002;0;0;0;0;0;0;0;0
140;146;Bus146;64;Bus64;530;583;0.673397318;0;0;0;0;0;0;0;0
141;5135;Bus5135;64;Bus64;99999;99999;0.665490479;0;0;0;0;0;0;0;0
142;4627;Bus4627;65;Bus65;99999;99999;1.924278857;0;0;0;0;0;0;0;0
143;4627;Bus4627;65;Bus65;99999;99999;1.928633241;0;0;0;0;0;0;0;0
144;1552;Bus1552;66;Bus66;99999;99999;12.99222675;0;0;0;0;0;0;0;0
145;2300;Bus2300;66;Bus66;99999;99999;23.22146778;0;0;0;0;0;0;0;0
146;3267;Bus3267;66;Bus66;99999;99999;9.257047853;0;0;0;0;0;0;0;0
147;3049;Bus3049;67;Bus67;99999;99999;0.837263238;0;0;0;0;0;0;0;0
148;2202;Bus2202;68;Bus68;99999;99999;6.799289066;0;0;0;0;0;0;0;0
149;2896;Bus2896;68;Bus68;99999;99999;8.011896063;0;0;0;0;0;0;0;0
150;4557;Bus4557;68;Bus68;99999;99999;9.238942141;0;0;0;0;0;0;0;0
151;5178;Bus5178;68;Bus68;99999;99999;0.952771498;0;0;0;0;0;0;0;0
152;4630;Bus4630;69;Bus69;99999;99999;11.75072943;0;0;0;0;0;0;0;0
153;5126;Bus5126;70;Bus70;99999;99999;0.005042029;0;0;0;0;0;0;0;0
154;2173;Bus2173;71;Bus71;99999;99999;0.144385365;0;0;0;0;0;0;0;0
155;3163;Bus3163;71;Bus71;99999;99999;5.081391183;0;0;0;0;0;0;0;0
156;5127;Bus5127;71;Bus71;99999;99999;0.938332946;0;0;0;0;0;0;0;0
157;3163;Bus3163;71;Bus71;99999;99999;4.287443963;0;0;0;0;0;0;0;0
158;3766;Bus3766;72;Bus72;99999;99999;0.04411775;0;0;0;0;0;0;0;0
159;3766;Bus3766;73;Bus73;99999;99999;0.04411775;0;0;0;0;0;0;0;0
160;5135;Bus5135;74;Bus74;99999;99999;0.196925594;0;0;0;0;0;0;0;0
161;5155;Bus5155;74;Bus74;652;717.2;2.113011013;0;0;0;0;0;0;0;0
162;146;Bus146;74;Bus74;522;574.2;0.198071508;0;0;0;0;0;0;0;0
163;4988;Bus4988;75;Bus75;99999;99999;2.687974058;0;0;0;0;0;0;0;0
164;2091;Bus2091;75;Bus75;99999;99999;0.820532884;0;0;0;0;0;0;0;0
165;3101;Bus3101;76;Bus76;99999;99999;0.640566815;0;0;0;0;0;0;0;0
166;3852;Bus3852;76;Bus76;99999;99999;0.178820129;0;0;0;0;0;0;0;0
167;2352;Bus2352;77;Bus77;99999;99999;2.0354324;0;0;0;0;0;0;0;0
168;243;Bus243;78;Bus78;99999;99999;0.47635711;0;0;0;0;0;0;0;0
169;4582;Bus4582;78;Bus78;99999;99999;0.017303325;0;0;0;0;0;0;0;0
170;632;Bus632;79;Bus79;99999;99999;1.253058716;0;0;0;0;0;0;0;0
171;1877;Bus1877;79;Bus79;99999;99999;0.837263238;0;0;0;0;0;0;0;0
172;2420;Bus2420;79;Bus79;99999;99999;0.977294134;0;0;0;0;0;0;0;0
173;4102;Bus4102;79;Bus79;99999;99999;0.101069755;0;0;0;0;0;0;0;0
174;632;Bus632;79;Bus79;99999;99999;1.253058716;0;0;0;0;0;0;0;0
175;4101;Bus4101;79;Bus79;99999;99999;0.089496008;0;0;0;0;0;0;0;0
176;4103;Bus4103;81;Bus81;876;963.6;0.008250592;0;0;0;0;0;0;0;0
177;4103;Bus4103;80;Bus80;99999;99999;0.009281916;0;0;0;0;0;0;0;0
178;676;Bus676;82;Bus82;99999;99999;9.917388157;0;0;0;0;0;0;0;0
179;799;Bus799;82;Bus82;99999;99999;3.940975226;0;0;0;0;0;0;0;0
180;2079;Bus2079;82;Bus82;99999;99999;11.62083988;0;0;0;0;0;0;0;0
181;3503;Bus3503;83;Bus83;506;556.6;0.066749583;0;0;0;0;0;0;0;0
182;2137;Bus2137;84;Bus84;99999;99999;6.727098434;0;0;0;0;0;0;0;0
183;3822;Bus3822;84;Bus84;99999;99999;1.414690085;0;0;0;0;0;0;0;0
184;5130;Bus5130;85;Bus85;99999;99999;7.539840517;0;0;0;0;0;0;0;0
185;2821;Bus2821;86;Bus86;99999;99999;7.384793529;0;0;0;0;0;0;0;0
186;3530;Bus3530;86;Bus86;99999;99999;5.5598119;0;0;0;0;0;0;0;0
187;3791;Bus3791;87;Bus87;99999;99999;3.363549217;0;0;0;0;0;0;0;0
188;4371;Bus4371;87;Bus87;99999;99999;11.69732927;0;0;0;0;0;0;0;0
189;3791;Bus3791;87;Bus87;99999;99999;3.358908059;0;0;0;0;0;0;0;0
190;1624;Bus1624;88;Bus88;99999;99999;12.87677442;0;0;0;0;0;0;0;0
191;1713;Bus1713;88;Bus88;99999;99999;5.139144918;0;0;0;0;0;0;0;0
192;3663;Bus3663;88;Bus88;99999;99999;14.65235815;0;0;0;0;0;0;0;0
193;5588;Bus5588;88;Bus88;99999;99999;0.028877073;0;0;0;0;0;0;0;0
194;2507;Bus2507;89;Bus89;99999;99999;4.99819815;0;0;0;0;0;0;0;0
195;4252;Bus4252;89;Bus89;99999;99999;4.767582726;0;0;0;0;0;0;0;0
196;5131;Bus5131;90;Bus90;99999;99999;0.065088006;0;0;0;0;0;0;0;0
197;3747;Bus3747;91;Bus91;99999;99999;7.497954933;0;0;0;0;0;0;0;0
198;649;Bus649;92;Bus92;99999;99999;9.020931267;0;0;0;0;0;0;0;0
199;4079;Bus4079;92;Bus92;99999;99999;5.904271682;0;0;0;0;0;0;0;0
200;5758;Bus5758;92;Bus92;99999;99999;3.002642325;0;0;0;0;0;0;0;0
201;2145;Bus2145;93;Bus93;99999;99999;1.188371782;0;0;0;0;0;0;0;0
202;3788;Bus3788;94;Bus94;99999;99999;1.188371782;0;0;0;0;0;0;0;0
203;5875;Bus5875;94;Bus94;99999;99999;3.133563441;0;0;0;0;0;0;0;0
204;286;Bus286;95;Bus95;99999;99999;1.768376929;0;0;0;0;0;0;0;0
205;1178;Bus1178;95;Bus95;99999;99999;1.973495949;0;0;0;0;0;0;0;0
206;5734;Bus5734;95;Bus95;99999;99999;0.813485507;0;0;0;0;0;0;0;0
207;4136;Bus4136;96;Bus96;99999;99999;2.335719504;0;0;0;0;0;0;0;0
208;3019;Bus3019;97;Bus97;99999;99999;6.842603693;0;0;0;0;0;0;0;0
209;4202;Bus4202;97;Bus97;99999;99999;9.191734057;0;0;0;0;0;0;0;0
210;4468;Bus4468;97;Bus97;99999;99999;3.362116412;0;0;0;0;0;0;0;0
211;3019;Bus3019;97;Bus97;99999;99999;6.842603693;0;0;0;0;0;0;0;0
212;1256;Bus1256;98;Bus98;99999;99999;0.027444678;0;0;0;0;0;0;0;0
213;3536;Bus3536;98;Bus98;99999;99999;20.82370237;0;0;0;0;0;0;0;0
214;4672;Bus4672;98;Bus98;99999;99999;10.17578672;0;0;0;0;0;0;0;0
215;2644;Bus2644;99;Bus99;99999;99999;3.868783252;0;0;0;0;0;0;0;0
216;2645;Bus2645;99;Bus99;99999;99999;3.873137699;0;0;0;0;0;0;0;0
217;553;Bus553;100;Bus100;99999;99999;3.320232801;0;0;0;0;0;0;0;0
218;1198;Bus1198;100;Bus100;99999;99999;6.693866076;0;0;0;0;0;0;0;0
219;1199;Bus1199;100;Bus100;99999;99999;6.448467715;0;0;0;0;0;0;0;0
220;1910;Bus1910;101;Bus101;99999;99999;4.749361923;0;0;0;0;0;0;0;0
221;4472;Bus4472;101;Bus101;99999;99999;5.654519063;0;0;0;0;0;0;0;0
222;1483;Bus1483;102;Bus102;99999;99999;0.303151968;0;0;0;0;0;0;0;0
223;1970;Bus1970;103;Bus103;99999;99999;6.900301681;0;0;0;0;0;0;0;0
224;2498;Bus2498;103;Bus103;99999;99999;9.137877783;0;0;0;0;0;0;0;0
225;4306;Bus4306;103;Bus103;99999;99999;5.974975607;0;0;0;0;0;0;0;0
226;1970;Bus1970;103;Bus103;99999;99999;6.900301681;0;0;0;0;0;0;0;0
227;1677;Bus1677;104;Bus104;615;676.5;2.172999911;0;0;0;0;0;0;0;0
228;5523;Bus5523;104;Bus104;615;676.5;0.667725011;0;0;0;0;0;0;0;0
229;266;Bus266;105;Bus105;578;635.8;0.542132652;0;0;0;0;0;0;0;0
230;1565;Bus1565;105;Bus105;540;594;0.397231645;0;0;0;0;0;0;0;0
231;2103;Bus2103;105;Bus105;540;594;1.646279688;0;0;0;0;0;0;0;0
232;3558;Bus3558;105;Bus105;601;661.1;0.60888224;0;0;0;0;0;0;0;0
233;2216;Bus2216;106;Bus106;99999;99999;1.442994155;0;0;0;0;0;0;0;0
234;2280;Bus2280;106;Bus106;99999;99999;2.687974058;0;0;0;0;0;0;0;0
235;3280;Bus3280;106;Bus106;99999;99999;5.52445899;0;0;0;0;0;0;0;0
236;5097;Bus5097;106;Bus106;99999;99999;2.433294279;0;0;0;0;0;0;0;0
237;3018;Bus3018;107;Bus107;632;695.2;0.202597876;0;0;0;0;0;0;0;0
238;3018;Bus3018;107;Bus107;632;695.2;0.202597876;0;0;0;0;0;0;0;0
239;4001;Bus4001;108;Bus108;99999;99999;4.279479085;0;0;0;0;0;0;0;0
240;4000;Bus4000;108;Bus108;99999;99999;4.343135501;0;0;0;0;0;0;0;0
241;635;Bus635;109;Bus109;99999;99999;6.343100863;0;0;0;0;0;0;0;0
242;673;Bus673;109;Bus109;99999;99999;12.92580844;0;0;0;0;0;0;0;0
243;761;Bus761;109;Bus109;99999;99999;5.081391183;0;0;0;0;0;0;0;0
244;5231;Bus5231;109;Bus109;99999;99999;4.87930788;0;0;0;0;0;0;0;0
245;5235;Bus5235;109;Bus109;99999;99999;3.897659923;0;0;0;0;0;0;0;0
246;4762;Bus4762;109;Bus109;99999;99999;8.603763975;0;0;0;0;0;0;0;0
247;484;Bus484;110;Bus110;99999;99999;1.167974467;0;0;0;0;0;0;0;0
248;5434;Bus5434;110;Bus110;99999;99999;2.79998712;0;0;0;0;0;0;0;0
249;5538;Bus5538;110;Bus110;99999;99999;0.93145749;0;0;0;0;0;0;0;0
250;715;Bus715;111;Bus111;99999;99999;9.354396941;0;0;0;0;0;0;0;0
251;4465;Bus4465;111;Bus111;99999;99999;21.39389803;0;0;0;0;0;0;0;0
252;1172;Bus1172;112;Bus112;99999;99999;1.587952648;0;0;0;0;0;0;0;0
253;1663;Bus1663;112;Bus112;99999;99999;1.631268148;0;0;0;0;0;0;0;0
254;2304;Bus2304;112;Bus112;99999;99999;8.343930125;0;0;0;0;0;0;0;0
255;5343;Bus5343;112;Bus112;99999;99999;2.973765441;0;0;0;0;0;0;0;0
256;1173;Bus1173;112;Bus112;99999;99999;1.486882721;0;0;0;0;0;0;0;0
257;1662;Bus1662;112;Bus112;99999;99999;1.559075393;0;0;0;0;0;0;0;0
258;2304;Bus2304;112;Bus112;99999;99999;8.338141662;0;0;0;0;0;0;0;0
259;1661;Bus1661;112;Bus112;99999;99999;1.602391024;0;0;0;0;0;0;0;0
260;1036;Bus1036;113;Bus113;565;621.5;0.195779679;0;0;0;0;0;0;0;0
261;1080;Bus1080;113;Bus113;560;616;0.412415029;0;0;0;0;0;0;0;0
262;5293;Bus5293;113;Bus113;99999;99999;0.139572519;0;0;0;0;0;0;0;0
263;1036;Bus1036;113;Bus113;99999;99999;0.198071508;0;0;0;0;0;0;0;0
264;1080;Bus1080;113;Bus113;675;742.5;0.415337103;0;0;0;0;0;0;0;0
265;5292;Bus5292;113;Bus113;506;556.6;0.141463279;0;0;0;0;0;0;0;0
266;1080;Bus1080;113;Bus113;675;742.5;0.416483015;0;0;0;0;0;0;0;0
267;3540;Bus3540;114;Bus114;99999;99999;6.462908399;0;0;0;0;0;0;0;0
268;4016;Bus4016;114;Bus114;99999;99999;4.561717067;0;0;0;0;0;0;0;0
269;1248;Bus1248;117;Bus117;99999;99999;14.23135053;0;0;0;0;0;0;0;0
270;1251;Bus1251;117;Bus117;99999;99999;20.20826639;0;0;0;0;0;0;0;0
271;5438;Bus5438;117;Bus117;99999;99999;8.329487886;0;0;0;0;0;0;0;0
272;5560;Bus5560;117;Bus117;99999;99999;2.279684455;0;0;0;0;0;0;0;0
273;4988;Bus4988;118;Bus118;99999;99999;0.397518119;0;0;0;0;0;0;0;0
274;1004;Bus1004;119;Bus119;99999;99999;3.912098281;0;0;0;0;0;0;0;0
275;4577;Bus4577;119;Bus119;99999;99999;8.618200778;0;0;0;0;0;0;0;0
276;1004;Bus1004;119;Bus119;99999;99999;3.912098281;0;0;0;0;0;0;0;0
277;2713;Bus2713;120;Bus120;99999;99999;2.25201082;0;0;0;0;0;0;0;0
278;5263;Bus5263;121;Bus121;99999;99999;4.508318298;0;0;0;0;0;0;0;0
279;5490;Bus5490;121;Bus121;99999;99999;10.38222148;0;0;0;0;0;0;0;0
280;5133;Bus5133;122;Bus122;99999;99999;0.938332946;0;0;0;0;0;0;0;0
281;5133;Bus5133;123;Bus123;99999;99999;0.938332946;0;0;0;0;0;0;0;0
282;5134;Bus5134;124;Bus124;99999;99999;1.63396103;0;0;0;0;0;0;0;0
283;1269;Bus1269;125;Bus125;99999;99999;13.23766911;0;0;0;0;0;0;0;0
284;1268;Bus1268;125;Bus125;99999;99999;15.8072277;0;0;0;0;0;0;0;0
285;4334;Bus4334;126;Bus126;99999;99999;14.08936887;0;0;0;0;0;0;0;0
286;5767;Bus5767;126;Bus126;99999;99999;5.066952173;0;0;0;0;0;0;0;0
287;183;Bus183;127;Bus127;99999;99999;0.108976572;0;0;0;0;0;0;0;0
288;2399;Bus2399;129;Bus129;99999;99999;0.447537325;0;0;0;0;0;0;0;0
289;2756;Bus2756;129;Bus129;99999;99999;4.662787228;0;0;0;0;0;0;0;0
290;4285;Bus4285;129;Bus129;99999;99999;2.439654535;0;0;0;0;0;0;0;0
291;5325;Bus5325;129;Bus129;99999;99999;1.284800591;0;0;0;0;0;0;0;0
292;5771;Bus5771;128;Bus128;99999;99999;1.746719094;0;0;0;0;0;0;0;0
293;2756;Bus2756;128;Bus128;99999;99999;5.066952173;0;0;0;0;0;0;0;0
294;5324;Bus5324;128;Bus128;99999;99999;1.183730757;0;0;0;0;0;0;0;0
295;3007;Bus3007;130;Bus130;583;641.3;0.67001684;0;0;0;0;0;0;0;0
296;3431;Bus3431;130;Bus130;516;567.6;0.408576211;0;0;0;0;0;0;0;0
297;4595;Bus4595;130;Bus130;676;743.6;0.492342644;0;0;0;0;0;0;0;0
298;4596;Bus4596;130;Bus130;676;743.6;0.492342644;0;0;0;0;0;0;0;0
299;4596;Bus4596;130;Bus130;676;743.6;0.48890489;0;0;0;0;0;0;0;0
300;784;Bus784;131;Bus131;99999;99999;0.053170483;0;0;0;0;0;0;0;0
301;1152;Bus1152;131;Bus131;527;579.7;0.09110029;0;0;0;0;0;0;0;0
302;4064;Bus4064;131;Bus131;99999;99999;0.098033079;0;0;0;0;0;0;0;0
303;4127;Bus4127;131;Bus131;99999;99999;0.192399226;0;0;0;0;0;0;0;0
304;2203;Bus2203;132;Bus132;99999;99999;1.301530861;0;0;0;0;0;0;0;0
305;2744;Bus2744;132;Bus132;99999;99999;4.074360336;0;0;0;0;0;0;0;0
306;1716;Bus1716;133;Bus133;99999;99999;0.544481794;0;0;0;0;0;0;0;0
307;1194;Bus1194;135;Bus135;565;621.5;0.059988681;0;0;0;0;0;0;0;0
308;1723;Bus1723;134;Bus134;565;621.5;0.0271582;0;0;0;0;0;0;0;0
309;3408;Bus3408;135;Bus135;565;621.5;0.12788418;0;0;0;0;0;0;0;0
310;1891;Bus1891;136;Bus136;99999;99999;8.735829393;0;0;0;0;0;0;0;0
311;4837;Bus4837;136;Bus136;99999;99999;8.414689355;0;0;0;0;0;0;0;0
312;628;Bus628;137;Bus137;99999;99999;6.192985824;0;0;0;0;0;0;0;0
313;3067;Bus3067;137;Bus137;99999;99999;8.834726128;0;0;0;0;0;0;0;0
314;4547;Bus4547;138;Bus138;99999;99999;6.121250963;0;0;0;0;0;0;0;0
315;5213;Bus5213;138;Bus138;99999;99999;1.189231179;0;0;0;0;0;0;0;0
316;3576;Bus3576;139;Bus139;99999;99999;11.83880286;0;0;0;0;0;0;0;0
317;4773;Bus4773;139;Bus139;99999;99999;4.80711684;0;0;0;0;0;0;0;0
318;3020;Bus3020;140;Bus140;99999;99999;0.293239799;0;0;0;0;0;0;0;0
319;3020;Bus3020;140;Bus140;523;575.3;0.299943404;0;0;0;0;0;0;0;0
320;852;Bus852;141;Bus141;1973;2170.3;1.114975865;0;0;0;0;0;0;0;0
321;189;Bus189;142;Bus142;99999;99999;2.096051563;0;0;0;0;0;0;0;0
322;1659;Bus1659;142;Bus142;99999;99999;2.757244729;0;0;0;0;0;0;0;0
323;2226;Bus2226;142;Bus142;99999;99999;3.522314922;0;0;0;0;0;0;0;0
324;2227;Bus2227;142;Bus142;99999;99999;3.796647029;0;0;0;0;0;0;0;0
325;3912;Bus3912;142;Bus142;99999;99999;11.34656494;0;0;0;0;0;0;0;0
326;5754;Bus5754;142;Bus142;99999;99999;3.031519313;0;0;0;0;0;0;0;0
327;3912;Bus3912;142;Bus142;99999;99999;10.63919202;0;0;0;0;0;0;0;0
328;1681;Bus1681;143;Bus143;99999;99999;0.502483979;0;0;0;0;0;0;0;0
329;4159;Bus4159;143;Bus143;99999;99999;2.474031942;0;0;0;0;0;0;0;0
330;1559;Bus1559;145;Bus145;99999;99999;10.61031599;0;0;0;0;0;0;0;0
331;1566;Bus1566;145;Bus145;99999;99999;0.106111784;0;0;0;0;0;0;0;0
332;3713;Bus3713;145;Bus145;99999;99999;3.904592074;0;0;0;0;0;0;0;0
333;5073;Bus5073;145;Bus145;99999;99999;1.987647961;0;0;0;0;0;0;0;0
334;5694;Bus5694;145;Bus145;99999;99999;3.423595282;0;0;0;0;0;0;0;0
335;1566;Bus1566;145;Bus145;99999;99999;0.353686844;0;0;0;0;0;0;0;0
336;508;Bus508;146;Bus146;608;668.8;1.859477085;0;0;0;0;0;0;0;0
337;697;Bus697;146;Bus146;522;574.2;2.449165129;0;0;0;0;0;0;0;0
338;760;Bus760;146;Bus146;99999;99999;1.790435921;0;0;0;0;0;0;0;0
339;1053;Bus1053;147;Bus147;3108;3418.8;0.438427312;0;0;0;0;0;0;0;0
340;2731;Bus2731;147;Bus147;3108;3418.8;1.239536914;0;0;0;0;0;0;0;0
341;3390;Bus3390;147;Bus147;3108;3418.8;0.819386958;0;0;0;0;0;0;0;0
342;4622;Bus4622;147;Bus147;3108;3418.8;0.877312959;0;0;0;0;0;0;0;0
343;1053;Bus1053;147;Bus147;3108;3418.8;0.434072824;0;0;0;0;0;0;0;0
344;2731;Bus2731;147;Bus147;3108;3418.8;1.239479607;0;0;0;0;0;0;0;0
345;3390;Bus3390;147;Bus147;3108;3418.8;0.818584822;0;0;0;0;0;0;0;0
346;4623;Bus4623;147;Bus147;3108;3418.8;0.878859964;0;0;0;0;0;0;0;0
347;4622;Bus4622;147;Bus147;1727;1899.7;1.024104763;0;0;0;0;0;0;0;0
348;5008;Bus5008;148;Bus148;99999;99999;0.96428798;0;0;0;0;0;0;0;0
349;483;Bus483;149;Bus149;99999;99999;0.664058069;0;0;0;0;0;0;0;0
350;4268;Bus4268;150;Bus150;99999;99999;3.444851205;0;0;0;0;0;0;0;0
351;2001;Bus2001;151;Bus151;99999;99999;1.746719094;0;0;0;0;0;0;0;0
352;4294;Bus4294;153;Bus153;99999;99999;10.92791076;0;0;0;0;0;0;0;0
353;4541;Bus4541;152;Bus152;99999;99999;16.87550099;0;0;0;0;0;0;0;0
354;4724;Bus4724;153;Bus153;99999;99999;8.343930125;0;0;0;0;0;0;0;0
355;157;Bus157;152;Bus152;99999;99999;0.017933579;0;0;0;0;0;0;0;0
356;3594;Bus3594;154;Bus154;99999;99999;6.640467808;0;0;0;0;0;0;0;0
357;5513;Bus5513;154;Bus154;99999;99999;3.522314922;0;0;0;0;0;0;0;0
358;5755;Bus5755;154;Bus154;99999;99999;3.060396933;0;0;0;0;0;0;0;0
359;5514;Bus5514;154;Bus154;99999;99999;3.536754483;0;0;0;0;0;0;0;0
360;1968;Bus1968;155;Bus155;99999;99999;0.199217426;0;0;0;0;0;0;0;0
361;5136;Bus5136;156;Bus156;99999;99999;0.096715276;0;0;0;0;0;0;0;0
362;685;Bus685;158;Bus158;99999;99999;19.02218367;0;0;0;0;0;0;0;0
363;4767;Bus4767;159;Bus159;99999;99999;0.198071508;0;0;0;0;0;0;0;0
364;5840;Bus5840;158;Bus158;99999;99999;1.329834981;0;0;0;0;0;0;0;0
365;1734;Bus1734;160;Bus160;99999;99999;6.813729665;0;0;0;0;0;0;0;0
366;2774;Bus2774;160;Bus160;99999;99999;3.060396933;0;0;0;0;0;0;0;0
367;2852;Bus2852;160;Bus160;99999;99999;11.548651;0;0;0;0;0;0;0;0
368;3712;Bus3712;160;Bus160;99999;99999;3.031519313;0;0;0;0;0;0;0;0
369;5100;Bus5100;162;Bus162;588;646.8;0.239954727;0;0;0;0;0;0;0;0
370;5100;Bus5100;161;Bus161;588;646.8;0.237662895;0;0;0;0;0;0;0;0
371;4643;Bus4643;163;Bus163;99999;99999;3.82678443;0;0;0;0;0;0;0;0
372;4690;Bus4690;163;Bus163;99999;99999;2.383790795;0;0;0;0;0;0;0;0
373;2231;Bus2231;165;Bus165;99999;99999;0.202082215;0;0;0;0;0;0;0;0
374;2231;Bus2231;164;Bus164;99999;99999;0.202082215;0;0;0;0;0;0;0;0
375;1414;Bus1414;168;Bus168;99999;99999;5.453698644;0;0;0;0;0;0;0;0
376;1596;Bus1596;168;Bus168;99999;99999;3.543858617;0;0;0;0;0;0;0;0
377;3639;Bus3639;168;Bus168;99999;99999;6.670375395;0;0;0;0;0;0;0;0
378;3805;Bus3805;167;Bus167;99999;99999;1.916944911;0;0;0;0;0;0;0;0
379;4205;Bus4205;167;Bus167;99999;99999;0.615413966;0;0;0;0;0;0;0;0
380;4517;Bus4517;167;Bus167;99999;99999;2.815285197;0;0;0;0;0;0;0;0
381;5170;Bus5170;168;Bus168;99999;99999;2.072560337;0;0;0;0;0;0;0;0
382;5221;Bus5221;168;Bus168;99999;99999;2.440399347;0;0;0;0;0;0;0;0
383;5439;Bus5439;167;Bus167;99999;99999;6.083265302;0;0;0;0;0;0;0;0
384;3467;Bus3467;167;Bus167;99999;99999;3.260931948;0;0;0;0;0;0;0;0
385;5885;Bus5885;167;Bus167;99999;99999;4.746325513;0;0;0;0;0;0;0;0
386;3724;Bus3724;169;Bus169;676;743.6;0.252387911;0;0;0;0;0;0;0;0
387;5695;Bus5695;169;Bus169;99999;99999;0.263675177;0;0;0;0;0;0;0;0
388;3724;Bus3724;169;Bus169;550;605;0.254622441;0;0;0;0;0;0;0;0
389;5137;Bus5137;170;Bus170;99999;99999;2.532359118;0;0;0;0;0;0;0;0
390;2581;Bus2581;171;Bus171;99999;99999;0.325382736;0;0;0;0;0;0;0;0
391;5619;Bus5619;171;Bus171;99999;99999;1.046908516;0;0;0;0;0;0;0;0
392;1569;Bus1569;172;Bus172;99999;99999;1.506649901;0;0;0;0;0;0;0;0
393;4641;Bus4641;172;Bus172;99999;99999;6.019610688;0;0;0;0;0;0;0;0
394;5831;Bus5831;172;Bus172;99999;99999;1.570305399;0;0;0;0;0;0;0;0
395;1569;Bus1569;172;Bus172;99999;99999;1.499602455;0;0;0;0;0;0;0;0
396;5707;Bus5707;173;Bus173;676;743.6;0.757163734;0;0;0;0;0;0;0;0
397;5708;Bus5708;173;Bus173;99999;99999;0.746965062;0;0;0;0;0;0;0;0
398;5140;Bus5140;174;Bus174;99999;99999;0.233423004;0;0;0;0;0;0;0;0
399;447;Bus447;175;Bus175;99999;99999;6.96745155;0;0;0;0;0;0;0;0
400;5398;Bus5398;175;Bus175;99999;99999;1.435946862;0;0;0;0;0;0;0;0
401;1950;Bus1950;175;Bus175;99999;99999;3.006252102;0;0;0;0;0;0;0;0
402;2457;Bus2457;176;Bus176;99999;99999;15.14316347;0;0;0;0;0;0;0;0
403;5195;Bus5195;176;Bus176;99999;99999;0.490795643;0;0;0;0;0;0;0;0
404;5180;Bus5180;177;Bus177;99999;99999;3.219163552;0;0;0;0;0;0;0;0
405;5196;Bus5196;177;Bus177;99999;99999;0.47635711;0;0;0;0;0;0;0;0
406;4741;Bus4741;178;Bus178;99999;99999;0.588255779;0;0;0;0;0;0;0;0
407;5149;Bus5149;178;Bus178;99999;99999;0.430348596;0;0;0;0;0;0;0;0
408;184;Bus184;179;Bus179;99999;99999;0.011344564;0;0;0;0;0;0;0;0
409;184;Bus184;180;Bus180;99999;99999;0.011344564;0;0;0;0;0;0;0;0
410;913;Bus913;183;Bus183;99999;99999;0.129946827;0;0;0;0;0;0;0;0
411;1453;Bus1453;183;Bus183;99999;99999;0.404221724;0;0;0;0;0;0;0;0
412;1497;Bus1497;183;Bus183;99999;99999;0.882183121;0;0;0;0;0;0;0;0
413;3485;Bus3485;183;Bus183;99999;99999;0.938332946;0;0;0;0;0;0;0;0
414;4958;Bus4958;183;Bus183;99999;99999;0.664058069;0;0;0;0;0;0;0;0
415;4963;Bus4963;183;Bus183;99999;99999;0.259950948;0;0;0;0;0;0;0;0
416;5703;Bus5703;183;Bus183;99999;99999;0.680444673;0;0;0;0;0;0;0;0
